TransectGroup,SPECIES,Count.FF,Count.POV,Count.BM,Count.TC,Photo.ID,BSS.1,BSS.2,BSS.3,Glare.1,Glare.2,Glare.3,BH.W,BH.F,BH.WF,BH.FW,BH.2F1W,BH.B,BH.BW,BH.Piling,BH.P,BH.F1W,BH.M,BH.H,BH.R,platform,Group,sp.group,Transect
20120326_024 4,RBME,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,red-breasted merganser,20120326_024
20120326_024 4,BLBR,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,goose,20120326_024
20120326_024 4,SCAU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,scaup,20120326_024
20120326_024 4,MAMU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,marbled murrelet,20120326_024
20120326_024 4,LTDU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,long-tailed duck,20120326_024
20120326_024 4,RHAU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,rhinoceros auklet,20120326_024
20120326_024 4,PIGU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,pigeon guillemot,20120326_024
20120326_024 4,RTLO,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,red-throated loon,20120326_024
20120326_024 4,COME,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,common merganser,20120326_024
20120326_024 4,HADU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,Harlequin duck,20120326_024
20120326_024 4,RNGR,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,red-necked grebe,20120326_024
20120326_024 4,PECO,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,pelagic cormorant,20120326_024
20120326_024 4,PALO,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,Pacific loon,20120326_024
20120326_024 4,RUDU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,ruddy duck,20120326_024
20120326_024 4,ANMU,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,ancient murrelet,20120326_024
20120326_024 4,BLSC,0,0,0,0,3611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,black scoter,20120326_024
20120326_024 5,SUSC,12,0,0,0,3614,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 5,surf scoter,20120326_024
20120326_024 5,WWSC,12,0,0,0,3614,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 5,white-winged scoter,20120326_024
20120326_024 5,BLSC,12,0,0,0,3614,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 5,black scoter,20120326_024
20120326_024 8,HOGR,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,horned grebe,20120326_024
20120326_024 8,SUSC,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,surf scoter,20120326_024
20120326_024 8,COLO,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,common loon,20120326_024
20120326_024 8,BUFF,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,bufflehead,20120326_024
20120326_024 8,WEGR,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,western grebe,20120326_024
20120326_024 8,COMU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,common murre,20120326_024
20120326_024 8,GWGU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,gull,20120326_024
20120326_024 8,WWSC,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,white-winged scoter,20120326_024
20120326_024 8,DCCO,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,double-crested cormorant,20120326_024
20120326_024 8,MALL,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,mallard duck,20120326_024
20120326_024 8,BAGO,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,Barrow's goldeneye,20120326_024
20120326_024 8,COGO,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,common goldeneye,20120326_024
20120326_024 8,AMWI,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,American wigeon,20120326_024
20120326_024 8,EUWI,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,Eurasian wigeon,20120326_024
20120326_024 8,NOPI,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,northern pintail,20120326_024
20120326_024 8,RBME,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,red-breasted merganser,20120326_024
20120326_024 8,BLBR,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,goose,20120326_024
20120326_024 8,SCAU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,scaup,20120326_024
20120326_024 8,MAMU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,marbled murrelet,20120326_024
20120326_024 8,LTDU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,long-tailed duck,20120326_024
20120326_024 8,RHAU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,rhinoceros auklet,20120326_024
20120326_024 8,PIGU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,pigeon guillemot,20120326_024
20120326_024 8,RTLO,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,red-throated loon,20120326_024
20120326_024 8,COME,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,common merganser,20120326_024
20120326_024 8,HADU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,Harlequin duck,20120326_024
20120326_024 8,RNGR,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,red-necked grebe,20120326_024
20120326_024 8,PECO,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,pelagic cormorant,20120326_024
20120326_024 8,PALO,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,Pacific loon,20120326_024
20120326_024 8,RUDU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,ruddy duck,20120326_024
20120326_024 8,ANMU,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,ancient murrelet,20120326_024
20120326_024 8,BLSC,0,0,0,0,3655,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 8,black scoter,20120326_024
20120326_024 9,HOGR,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,horned grebe,20120326_024
20120326_024 9,SUSC,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,surf scoter,20120326_024
20120326_024 9,COLO,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,common loon,20120326_024
20120326_024 9,BUFF,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,bufflehead,20120326_024
20120326_024 9,WEGR,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,western grebe,20120326_024
20120326_024 9,COMU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,common murre,20120326_024
20120326_024 9,GWGU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,gull,20120326_024
20120326_024 9,WWSC,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,white-winged scoter,20120326_024
20120326_024 9,DCCO,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,double-crested cormorant,20120326_024
20120326_024 9,MALL,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,mallard duck,20120326_024
20120326_024 9,BAGO,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,Barrow's goldeneye,20120326_024
20120326_024 9,COGO,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,common goldeneye,20120326_024
20120326_024 9,AMWI,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,American wigeon,20120326_024
20120326_024 9,EUWI,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,Eurasian wigeon,20120326_024
20120326_024 9,NOPI,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,northern pintail,20120326_024
20120326_024 9,RBME,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,red-breasted merganser,20120326_024
20120326_024 9,BLBR,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,goose,20120326_024
20120326_024 9,SCAU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,scaup,20120326_024
20120326_024 9,MAMU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,marbled murrelet,20120326_024
20120326_024 9,LTDU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,long-tailed duck,20120326_024
20120326_024 9,RHAU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,rhinoceros auklet,20120326_024
20120326_024 9,PIGU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,pigeon guillemot,20120326_024
20120326_024 9,RTLO,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,red-throated loon,20120326_024
20120326_024 9,COME,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,common merganser,20120326_024
20120326_024 9,HADU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,Harlequin duck,20120326_024
20120326_024 9,RNGR,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,red-necked grebe,20120326_024
20120326_024 9,PECO,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,pelagic cormorant,20120326_024
20120326_024 9,PALO,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,Pacific loon,20120326_024
20120326_024 9,RUDU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,ruddy duck,20120326_024
20120326_024 9,ANMU,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,ancient murrelet,20120326_024
20120326_024 9,BLSC,0,0,0,0,3660,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 9,black scoter,20120326_024
20120326_025 3,BAGO,1,0,0,0,3696,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,Barrow's goldeneye,20120326_025
20120326_025 3,COGO,1,0,0,0,3696,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,common goldeneye,20120326_025
20120326_025 5,BUFF,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,bufflehead,20120326_025
20120326_025 5,COGO,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,common goldeneye,20120326_025
20120326_025 5,BAGO,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,Barrow's goldeneye,20120326_025
20120326_025 5,HADU,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,Harlequin duck,20120326_025
20120326_025 5,LTDU,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,long-tailed duck,20120326_025
20120326_025 5,COME,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,common merganser,20120326_025
20120326_025 5,RBME,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,red-breasted merganser,20120326_025
20120326_025 5,RUDU,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,ruddy duck,20120326_025
20120326_025 5,SCAU,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,scaup,20120326_025
20120326_025 5,SUSC,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,surf scoter,20120326_025
20120326_025 5,WWSC,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,white-winged scoter,20120326_025
20120326_025 5,BLSC,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,black scoter,20120326_025
20120326_025 6,SUSC,0,0,0,0,3791,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,surf scoter,20120326_025
20120326_025 6,WWSC,0,0,0,0,3791,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,white-winged scoter,20120326_025
20120326_025 6,BLSC,0,0,0,0,3791,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,black scoter,20120326_025
20120326_026 2,SUSC,0,0,0,0,3895,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 2,surf scoter,20120326_026
20120326_026 2,WWSC,0,0,0,0,3895,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 2,white-winged scoter,20120326_026
20120326_026 2,BLSC,0,0,0,0,3895,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 2,black scoter,20120326_026
20120326_026 3,BUFF,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,bufflehead,20120326_026
20120326_026 3,AMWI,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,American wigeon,20120326_026
20120326_026 3,EUWI,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,Eurasian wigeon,20120326_026
20120326_026 3,MALL,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,mallard duck,20120326_026
20120326_026 3,NOPI,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,northern pintail,20120326_026
20120326_026 3,COGO,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,common goldeneye,20120326_026
20120326_026 3,BAGO,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,Barrow's goldeneye,20120326_026
20120326_026 3,HADU,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,Harlequin duck,20120326_026
20120326_026 3,LTDU,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,long-tailed duck,20120326_026
20120326_026 3,COME,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,common merganser,20120326_026
20120326_026 3,RBME,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,red-breasted merganser,20120326_026
20120326_026 3,RUDU,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,ruddy duck,20120326_026
20120326_026 3,SCAU,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,scaup,20120326_026
20120326_026 3,SUSC,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,surf scoter,20120326_026
20120326_026 3,WWSC,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,white-winged scoter,20120326_026
20120326_026 3,BLSC,0,0,0,0,3914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 3,black scoter,20120326_026
20120326_026 4,SUSC,10,0,0,0,3931,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,surf scoter,20120326_026
20120326_026 4,WWSC,10,0,0,0,3931,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,white-winged scoter,20120326_026
20120326_026 4,BLSC,10,0,0,0,3931,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,black scoter,20120326_026
20120326_026 5,HOGR,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,horned grebe,20120326_026
20120326_026 5,SUSC,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,surf scoter,20120326_026
20120326_026 5,COLO,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,common loon,20120326_026
20120326_026 5,BUFF,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,bufflehead,20120326_026
20120326_026 5,WEGR,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,western grebe,20120326_026
20120326_026 5,COMU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,common murre,20120326_026
20120326_026 5,GWGU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,gull,20120326_026
20120326_026 5,WWSC,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,white-winged scoter,20120326_026
20120326_026 5,DCCO,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,double-crested cormorant,20120326_026
20120326_026 5,MALL,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,mallard duck,20120326_026
20120326_026 5,BAGO,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,Barrow's goldeneye,20120326_026
20120326_026 5,COGO,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,common goldeneye,20120326_026
20120326_026 5,AMWI,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,American wigeon,20120326_026
20120326_026 5,EUWI,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,Eurasian wigeon,20120326_026
20120326_026 5,NOPI,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,northern pintail,20120326_026
20120326_026 5,RBME,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,red-breasted merganser,20120326_026
20120326_026 5,BLBR,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,goose,20120326_026
20120326_026 5,SCAU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,scaup,20120326_026
20120326_026 5,MAMU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,marbled murrelet,20120326_026
20120326_026 5,LTDU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,long-tailed duck,20120326_026
20120326_026 5,RHAU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,rhinoceros auklet,20120326_026
20120326_026 5,PIGU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,pigeon guillemot,20120326_026
20120326_026 5,RTLO,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,red-throated loon,20120326_026
20120326_026 5,COME,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,common merganser,20120326_026
20120326_026 5,HADU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,Harlequin duck,20120326_026
20120326_026 5,RNGR,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,red-necked grebe,20120326_026
20120326_026 5,PECO,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,pelagic cormorant,20120326_026
20120326_026 5,PALO,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,Pacific loon,20120326_026
20120326_026 5,RUDU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,ruddy duck,20120326_026
20120326_026 5,ANMU,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,ancient murrelet,20120326_026
20120326_026 5,BLSC,0,0,0,0,3936,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,black scoter,20120326_026
20120326_028 11,COLO,0,0,0,0,4194,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,common loon,20120326_028
20120326_028 11,PALO,0,0,0,0,4194,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,Pacific loon,20120326_028
20120326_028 11,RTLO,0,0,0,0,4194,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,red-throated loon,20120326_028
20120326_028 15,BUFF,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,bufflehead,20120326_028
20120326_028 15,AMWI,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,American wigeon,20120326_028
20120326_028 15,EUWI,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,Eurasian wigeon,20120326_028
20120326_028 15,MALL,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,mallard duck,20120326_028
20120326_028 15,NOPI,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,northern pintail,20120326_028
20120326_028 15,COGO,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,common goldeneye,20120326_028
20120326_028 15,BAGO,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,Barrow's goldeneye,20120326_028
20120326_028 15,HADU,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,Harlequin duck,20120326_028
20120326_028 15,LTDU,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,long-tailed duck,20120326_028
20120326_028 15,COME,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,common merganser,20120326_028
20120326_028 15,RBME,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,red-breasted merganser,20120326_028
20120326_028 15,RUDU,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,ruddy duck,20120326_028
20120326_028 15,SCAU,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,scaup,20120326_028
20120326_028 15,SUSC,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,surf scoter,20120326_028
20120326_028 15,WWSC,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,white-winged scoter,20120326_028
20120326_028 15,BLSC,0,0,0,0,4246,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,black scoter,20120326_028
20120326_028 16,HOGR,0,0,0,0,4250,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,horned grebe,20120326_028
20120326_028 16,SUSC,0,0,0,0,4250,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,surf scoter,20120326_028
